Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Plastic Surgery,Melanoma Excision,"Paletz, Justin L",,,,,10,22,13,32
12month_rolling,Otolaryngology (ENT),All,"Brodarec, Ivan",,,,,63,247,61,171
2018_q3,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2018,3,,,225,470
2016_q4,,Knee Replacement,,Zone 4,QE2,2016,4,95,280,390,967
2018_q1,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2018,1,69,133,53,140
2018_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2018,2,36,324,20,62
12month_rolling,Urology,Prostatectomy,"Miller, M Dale",,,,,11,53,61,97
2018_q1,,Prostate Cancer Surgery,,Zone 4,QE2,2018,1,14,78,35,110
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Wasserman, Lukas",,,,,32,43,110,167
2018_q3,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2018,3,19,43,22,40
3month_rolling,,Strabismus Surgery  (Pediatric),,IWK,IWK,2018,3,116,432,106,152
2018_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2018,3,68,182,53,83
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Smith, Philip Michael",,,,,59,116,120,163
2017_q1,,Ankle - Arthroscopy,,Zone 4,QE2,2017,1,,,66,179
12month_rolling,Orthopaedic,Osteotomy,"Logan, Karl John",,,,,281,445,83,138
2017_q4,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2017,4,36,155,84,295
12month_rolling,General Surgery,Hernia Repair  (Adult),"McGory,Rodney W",,,,,51,352,105,459
12month_rolling,Orthopaedic,Hip Replacement,"Hurley, Richard",,,,,36,77,53,86
12month_rolling,Plastic Surgery,All,"Brennan, Michael",,,,,106,545,29,167
12month_rolling,Urology,Cystoscopy,"T'ien, Wallace",,,,,97,194,54,184
2018_q1,,Pelvic Floor Repair,,Zone 1,Valley Regional,2018,1,92,405,168,231
12month_rolling,Orthopaedic,All,"Orrell, Kevin G",,,,,84,130,78,214
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"MacDonald, Joseph Gerard",,,,,11,37,40,68
12month_rolling,Vascular Surgery,Vascular Bypass Surgery,"Davidson, Dion",,,,,16,37,41,83
2016_q4,,Ear Tubes  (Adult),,Total,Provincial,2016,4,44,135,50,124
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Dzierzanowski, Martin",,,,,19,21,78,133
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Jony, Louai",,,,,20,38,102,132
2017_q3,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2017,3,44,132,123,371
2018_q3,,Endarterectomy,,Zone 4,QE2,2018,3,37,48,74,144
2017_q2,,Knee Scope,,Zone 1,Yarmouth Regional,2017,2,113,180,230,320
12month_rolling,Obstetrics/Gynaecology,All,"Vair, Brett",,,,,93,248,106,183
12month_rolling,General Surgery,Bowel Resection - Open,"Murdoch, John L",,,,,21,89,34,132
12month_rolling,Thoracic Surgery,Gastric Surgery - Laparoscopic,"French, Daniel Gerard",,,,,35,56,95,225
3month_rolling,,Tubal Ligation,,Zone 1,Yarmouth Regional,2018,3,50,84,63,83
12month_rolling,Orthopaedic,Knee Scope,"Hayward, Andrew",,,,,88,118,92,127
2018_q3,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2018,3,80,146,43,83
2018_q1,,Foot - Arthroplasty,,Total,Provincial,2018,1,98,155,,
2016_q4,,Strabismus Surgery  (Adult),,Total,Provincial,2016,4,274,531,316,409
12month_rolling,Urology,Kidney Removal,"McCarthy, John Paul",,,,,20,20,55,78
12month_rolling,General Surgery,Gallbladder Surgery,"Nader, Nabil",,,,,27,88,60,107
2018_q1,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2018,1,14,21,22,25
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Johnston, David G",,,,,208,356,254,350
2017_q1,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2017,1,40,90,45,214
12month_rolling,Vascular Surgery,Temporal Artery Biopsy,"Davidson, Dion",,,,,7,7,15,21
2017_q2,,Knee Scope,,Zone 1,South Shore Regional,2017,2,44,136,91,323
3month_rolling,,Knee Scope,,IWK,IWK,2018,3,,,102,134
2017_q1,,Hernia Repair  (Adult),,Zone 4,QE2,2017,1,91,160,84,214
2018_q2,,Endarterectomy,,Total,Provincial,2018,2,20,96,28,178
3month_rolling,,Endometrial Ablation,,Zone 1,Valley Regional,2018,3,48,373,119,184
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Clarke, Gregory",,,,,45,84,185,373
2017_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2017,2,29,71,25,82
3month_rolling,,Strabismus Surgery  (Adult),,Total,Provincial,2018,3,259,1134,269,449
12month_rolling,,Aesthetic Surgery,,Total,Provincial,2018,3,80,424,77,258
12month_rolling,,Pilonidal Cyst Surgery,,Zone 1,Yarmouth Regional,2018,3,24,62,43,67
2018_q3,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2018,3,34,91,15,23
12month_rolling,Ophthalmology,Lacrimal Duct Probing,"Hussain, Ahsen Ayyaz",,,,,57,120,48,90
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Helyer, Lucy K",,,,,9,30,25,59
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"Davies, Dafydd Alexander",,,,,43,43,39,108
2017_q4,,Prostate Surgery,,Zone 3,Cape Breton Regional,2017,4,46,222,29,83
12month_rolling,,Insertion Vascular Access Catheter,,Zone 3,St. Marthas Regional,2018,3,6,20,19,27
2018_q2,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2018,2,17,40,48,85
2017_q4,,Brain Surgery  (Adult),,Total,Provincial,2017,4,35,320,32,137
2017_q3,,Knee Replacement,,Zone 4,Dartmouth General,2017,3,399,459,318,456
2018_q1,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2018,1,28,123,48,130
12month_rolling,Ophthalmology,Cataract Surgery,"Archibald, Curtis",,,,,42,106,69,131
12month_rolling,Orthopaedic,Orthopaedic Trauma,"El-Hawary, Rany",,,,,,,80,309
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 4,Dartmouth General,2018,3,51,301,60,300
2016_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2016,3,55,272,109,193
2017_q1,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2017,1,,,153,958
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Clark, F Donald",,,,,96,102,104,215
12month_rolling,Orthopaedic,All,"Gillis, Megan",,,,,134,339,87,146
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"MacQuarrie, Robyn M",,,,,21,63,33,92
12month_rolling,,Ankle - Arthroplasty,,Zone 4,QE2,2018,3,112,710,255,370
3month_rolling,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2018,3,77,140,44,53
2018_q3,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2018,3,,,77,148
2018_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2018,3,30,109,33,265
12month_rolling,Urology,Kidney Stone Surgery,"Puthenparumpil, Jacob",,,,,15,40,33,55
12month_rolling,,Aesthetic Surgery,,Zone 1,South Shore Regional,2018,3,41,123,98,139
3month_rolling,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2018,3,66,105,40,85
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"LeBlanc, Martin",,,,,280,280,49,111
12month_rolling,,Thoroscopy / Pleuroscopy,,Zone 4,QE2,2018,3,20,43,22,54
2017_q1,,Septoplasty,,Zone 4,Dartmouth General,2017,1,123,218,111,307
2018_q1,,Colorectal Cancer Surgery,,Total,Provincial,2018,1,16,63,27,61
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Bentley, James R",,,,,16,28,35,60
2018_q1,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2018,1,24,44,112,213
2018_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2018,2,42,282,48,190
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Redwan, Hani",,,,,30,43,16,46
2017_q4,,Ear Tubes  (Adult),,Total,Provincial,2017,4,83,227,30,111
2018_q2,,Hysteroscopy,,Total,Provincial,2018,2,36,140,37,104
3month_rolling,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2018,3,17,32,12,17
12month_rolling,Urology,Prostate Surgery,"Butler, Trevor",,,,,,,45,147
2018_q1,,Angioplasty,,Zone 4,QE2,2018,1,16,28,44,217
2016_q3,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2016,3,68,90,61,109
2016_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2016,3,68,175,62,125
12month_rolling,General Surgery,Gallbladder Surgery,"Minor, Samuel",,,,,97,180,68,149
3month_rolling,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2018,3,20,35,49,75
2018_q2,,Hysteroscopy,,Zone 2,Aberdeen Hospital,2018,2,34,131,26,65
2017_q3,,Hysteroscopy,,Zone 3,Cape Breton Regional,2017,3,21,44,,
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Tang, David T",,,,,166,216,28,47
2018_q3,,Pacemaker Insertion,,Zone 4,QE2,2018,3,,,13,34
2017_q1,,Osteotomy,,Total,Provincial,2017,1,161,391,61,167
3month_rolling,,Maxillofacial Deformity Surgery,,Total,Provincial,2018,3,109,210,202,544
2017_q3,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2017,3,34,134,102,157
2018_q3,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2018,3,83,407,71,135
12month_rolling,General Surgery,Hernia Repair  (Adult),"O'Sullivan, Colleen M",,,,,30,110,236,292
12month_rolling,General Surgery,Bowel Resection - Open,"Enright, Jonathan Boyde",,,,,25,89,31,127
12month_rolling,General Surgery,Hernia Repair  (Adult),"Ellsmere, James C",,,,,158,200,65,111
2018_q3,,Female Incontinence Surgery,,Zone 4,QE2,2018,3,,,119,223
12month_rolling,,Oculo Plastic Surgery,,Zone 3,New Waterford,2018,3,26,154,144,235
12month_rolling,,ERCP,,Zone 4,QE2,2018,3,,,,
2018_q2,,Hysteroscopy,,Zone 4,Dartmouth General,2018,2,84,248,64,156
2018_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2018,3,39,70,109,145
2016_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2016,4,31,67,17,152
2018_q1,,Cystoscopy,,Zone 3,Northside General,2018,1,27,144,28,187
2018_q2,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2018,2,7,33,17,75
2016_q4,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2016,4,34,121,46,155
2018_q2,,Hernia Repair  (Pediatric),,Total,Provincial,2018,2,31,53,58,195
12month_rolling,Urology,Kidney Removal,"Mason, Ross",,,,,17,40,23,23
12month_rolling,,Cystoscopy,,Zone 4,Dartmouth General,2018,3,29,138,66,163
2018_q2,,Hysteroscopy,,Zone 3,Northside General,2018,2,20,32,15,167
2018_q1,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2018,1,44,351,57,193
12month_rolling,Urology,All,"Gajewski, Jerzy B",,,,,61,427,128,508
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Chiarot, Marco",,,,,42,136,115,192
12month_rolling,,Sacral Nerve Stimulation,,Total,Provincial,2018,3,78,750,125,380
2016_q4,,Hip Replacement Revision,,Zone 4,QE2,2016,4,,,43,111
2018_q2,,Hysteroscopy,,Zone 3,St. Marthas Regional,2018,2,31,107,53,372
2016_q4,,Carpal Tunnel Surgery,,Total,Provincial,2016,4,39,191,47,176
3month_rolling,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2018,3,75,189,57,183
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Rigby, Matthew Hall",,,,,45,197,54,210
2018_q2,,Laryngology and Vocal Cord Surgery,,Zone 4,QE2,2018,2,59,207,74,452
2018_q3,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2018,3,89,243,43,114
2018_q3,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,53,124,47,72
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Kasi, Anushuya",,,,,48,69,138,223
2017_q3,,Cystoscopy,,Zone 3,Northside General,2017,3,35,151,34,132
12month_rolling,Urology,All,"Anderson, Peter A",,,,,38,49,115,206
2017_q2,,Carpal Tunnel Surgery,,Zone 3,St. Marthas Regional,2017,2,62,412,86,261
2018_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2018,2,50,122,118,151
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Pickett, Gwynedd",,,,,107,131,69,156
2017_q3,,Endarterectomy,,Zone 4,QE2,2017,3,27,48,30,48
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"O'Sullivan, Colleen M",,,,,24,113,37,126
12month_rolling,Urology,Bladder Cancer Surgery,"Miller, M Dale",,,,,7,22,18,54
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Trites, Jonathan R",,,,,45,329,84,509
12month_rolling,Obstetrics/Gynaecology,All,"Kasi, Anushuya",,,,,34,70,50,117
2018_q3,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2018,3,51,259,21,72
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,Valley Regional,2018,3,64,94,71,177
2017_q3,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2017,3,73,590,66,569
2018_q2,,Cystoscopy,,Zone 4,Dartmouth General,2018,2,23,141,62,237
2018_q1,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2018,1,53,216,60,112
2017_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2017,4,182,220,29,153
3month_rolling,,Hernia Repair  (Pediatric),,IWK,IWK,2018,3,27,64,64,93
2018_q2,,Cystoscopy,,Zone 3,Cape Breton Regional,2018,2,42,181,25,154
2018_q1,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2018,1,33,65,101,244
2018_q1,,Bladder Cancer Surgery,,Zone 3,Cape Breton Regional,2018,1,9,60,21,104
2018_q1,,Hernia Repair - Incisional,,Zone 4,QE2,2018,1,136,217,262,589
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 1,Valley Regional,2018,3,54,269,83,167
12month_rolling,Orthopaedic,All,"Richardson, Christopher Glen",,,,,89,291,680,1294
12month_rolling,Neurosurgery,All,"Walling, Simon",,,,,20,59,24,134
2018_q2,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2018,2,12,20,22,45
2016_q4,,Knee Scope,,Zone 1,South Shore Regional,2016,4,65,226,105,220
2018_q2,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2018,2,16,39,36,59
2018_q2,,Foot - Arthrodesis,,Zone 4,QE2,2018,2,172,238,215,328
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Okuboyejo, Fazil",,,,,26,52,26,46
12month_rolling,General Surgery,All,"McGibney, Kieron",,,,,31,91,69,149
12month_rolling,Ophthalmology,All,"Cheevers, Paul",,,,,75,196,127,242
12month_rolling,,Hysteroscopy,,Zone 3,Cape Breton Regional,2018,3,24,173,50,132
2017_q1,,Knee Replacement,,Zone 4,QE2,2017,1,78,373,316,1107
12month_rolling,Urology,Male Circumcision  (Adult),"Puthenparumpil, Jacob",,,,,46,108,62,123
12month_rolling,Ophthalmology,Strabismus Surgery  (Pediatric),"Laroche, G Robert",,,,,132,432,130,244
2018_q2,,Maxillofacial Deformity Surgery,,Total,Provincial,2018,2,92,172,144,442
12month_rolling,Otolaryngology (ENT),All,"Rigby, Matthew Hall",,,,,19,102,22,127
2017_q2,,Prostatectomy,,Zone 4,QE2,2017,2,13,65,41,124
12month_rolling,Plastic Surgery,All,"Tang, David T",,,,,72,236,26,54
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Joshi, Changulanda",,,,,135,148,72,97
3month_rolling,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2018,3,120,142,107,138
2017_q4,,Pelvic Floor Repair,,Total,Provincial,2017,4,87,299,110,197
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Clifton, Neil",,,,,28,90,76,125
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Lamey, Alicia",,,,,20,28,23,57
12month_rolling,Obstetrics/Gynaecology,All,"Mawdsley, Scott D",,,,,36,62,59,122
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 4,Dartmouth General,2017,1,123,192,56,130
12month_rolling,Urology,Male Incontinence Surgery,"Bailly, Greg G",,,,,93,99,232,448
12month_rolling,Plastic Surgery,Breast Augmentation,"Hayden, David",,,,,26,58,94,139
2017_q1,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2017,1,46,126,51,126
3month_rolling,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2018,3,35,145,133,324
12month_rolling,Ophthalmology,Cataract Surgery,"Seamone, Christopher",,,,,49,146,31,85
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Wasserman, Lukas",,,,,8,32,27,146
2018_q3,,Bladder Cancer Surgery,,Zone 3,Cape Breton Regional,2018,3,12,14,30,158
2018_q2,,Vascular Bypass Surgery,,Zone 1,Valley Regional,2018,2,,,22,62
2017_q4,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2017,4,24,56,38,82
2018_q2,,Knee Scope,,Zone 1,Valley Regional,2018,2,54,263,66,132
2018_q2,,Hip Replacement,,Zone 4,Dartmouth General,2018,2,119,375,177,638
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Mawdsley, Scott D",,,,,33,51,73,132
2017_q4,,Gastric Surgery,,IWK,IWK,2017,4,,,28,57
2017_q3,,Male Reproductive System Surgery,,IWK,IWK,2017,3,48,88,114,216
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2018,3,42,145,45,121
12month_rolling,General Surgery,All,"Johnson, Kevin",,,,,25,56,26,63
2017_q1,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2017,1,58,488,84,225
12month_rolling,Otolaryngology (ENT),Septoplasty,"Balys, Richard L",,,,,33,140,262,422
12month_rolling,General Surgery,Hernia Repair  (Adult),"Enright, Jonathan Boyde",,,,,83,372,222,384
2017_q1,,Female Incontinence Surgery,,Total,Provincial,2017,1,66,223,104,283
12month_rolling,Plastic Surgery,Oculo Plastic Surgery,"Dickson, Lisa Marie",,,,,44,106,53,99
2018_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 1,Valley Regional,2018,2,36,174,,
2018_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2018,1,31,47,60,208
12month_rolling,,Sternotomy / Thoracotomy,,Total,Provincial,2018,3,21,42,31,253
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Kujath, Magdalena",,,,,198,423,87,109
12month_rolling,General Surgery,All,"Sharma, Chakshu",,,,,34,80,32,95
2018_q2,,Knee Replacement,,Zone 2,Aberdeen Hospital,2018,2,97,576,237,483
12month_rolling,,Head and Neck Surgery,,Zone 1,Valley Regional,2018,3,92,274,25,158
12month_rolling,,Gastrointestinal Tract Surgery,,Total,Provincial,2018,3,27,142,38,171
12month_rolling,Obstetrics/Gynaecology,All,"Rittenberg, David",,,,,64,134,42,103
2018_q2,,AV Fistula Creation/Closure,,Zone 4,QE2,2018,2,27,35,29,118
12month_rolling,Urology,Bladder Surgery,"Miller, M Dale",,,,,15,108,44,86
3month_rolling,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2018,3,25,140,63,97
12month_rolling,Neurosurgery,Craniotomy or Craniectomy,"Weise, Lutz",,,,,280,363,75,179
2017_q1,,Laryngology and Vocal Cord Surgery,,Zone 4,QE2,2017,1,68,168,51,345
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Minor, Samuel",,,,,130,211,57,204
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Williams, Blair",,,,,27,94,48,88
3month_rolling,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2018,3,35,84,75,266
12month_rolling,,Manipulation of Extremity,,Total,Provincial,2018,3,68,248,34,125
2018_q3,,Shoulder Arthroplasty,,Total,Provincial,2018,3,125,246,253,479
3month_rolling,,Varicose Veins,,Zone 4,QE2,2018,3,199,378,223,890
3month_rolling,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2018,3,141,402,70,253
2017_q2,,Hernia Repair - Incisional,,Zone 4,Dartmouth General,2017,2,,,164,202
2018_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2018,1,37,188,69,162
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Johnson, Paul M",,,,,26,91,49,105
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2018,2,20,26,57,117
2018_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2018,2,124,153,92,161
3month_rolling,Orthopaedic Surgery,,,,,2018,3,,,128,426
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Jorgensen, Sally",,,,,11,35,23,36
2018_q3,,Prostatectomy,,Zone 4,QE2,2018,3,22,91,46,84
2017_q4,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2017,4,125,194,130,364
3month_rolling,,Colorectal Cancer Surgery,,Zone 2,Cumberland Regional,2018,3,,,11,20
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Pink, Philip",,,,,63,155,65,107
3month_rolling,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2018,3,80,146,43,83
12month_rolling,Urology,All,"Miller, M Dale",,,,,18,124,22,80
2018_q2,,Prostate Cancer Surgery,,Total,Provincial,2018,2,14,112,34,65
2017_q3,,Vitreoretinal Diseases,,Total,Provincial,2017,3,17,72,40,145
12month_rolling,,Foot - Bunionectomy,,Zone 4,Dartmouth General,2018,3,461,538,,
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 3,Cape Breton Regional,2018,3,,,57,120
12month_rolling,Obstetrics/Gynaecology,All,"Murray, Angus",,,,,27,99,58,118
2018_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2018,3,44,97,72,304
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Ellsmere, James C",,,,,43,45,33,68
2018_q3,,Tendon / Ligament Repair,,Zone 4,QE2,2018,3,105,280,36,96
12month_rolling,Urology,Kidney Removal,"Rent, Kenneth",,,,,23,36,35,140
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Johnson, Liane",,,,,43,162,34,78
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Williams, Blair",,,,,15,76,31,107
2017_q4,,Pelvic Floor Repair,,IWK,IWK,2017,4,172,223,132,197
12month_rolling,Obstetrics/Gynaecology,All,"Nette, Farrell",,,,,60,394,48,110
2018_q3,,Foot - Bunionectomy,,Total,Provincial,2018,3,121,349,175,297
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Pediatric),"Gregoire, Curtis",,,,,80,144,81,107
2016_q4,,Knee Scope,,Zone 1,Valley Regional,2016,4,74,294,125,304
2017_q3,,Hernia Repair - Umbilical,,Total,Provincial,2017,3,55,170,50,162
12month_rolling,Urology,Bladder Surgery,"Rendon, Ricardo",,,,,10,36,25,65
12month_rolling,Ophthalmology,All,"Eadie, Brennan",,,,,43,192,11,29
2018_q2,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2018,2,34,176,107,400
2017_q1,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2017,1,,,560,610
12month_rolling,General Surgery,Hernia Repair  (Adult),"MacDonald, Blair",,,,,40,60,35,71
2018_q1,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2018,1,94,351,160,307
2017_q3,,Brain Surgery  (Adult),,Total,Provincial,2017,3,39,265,38,146
12month_rolling,Ophthalmology,Cataract Surgery,"Scott, Robert",,,,,99,154,164,257
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Pink, Philip",,,,,33,113,68,117
2017_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2017,1,49,163,43,265
12month_rolling,General Surgery,Breast Cancer Surgery,"Porter, Geoffrey A",,,,,11,21,15,35
2016_q4,,Head and Neck Surgery,,Total,Provincial,2016,4,21,111,27,192
2018_q2,,Brain Surgery  (Pediatric),,IWK,IWK,2018,2,,,24,73
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Redwan, Hani",,,,,31,105,15,20
2018_q2,,Tubal Ligation,,Total,Provincial,2018,2,84,337,65,163
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Watson-Jessome, Jane",,,,,54,105,93,198
