Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Taylor, S. Mark",,,,,19,49,29,72
2017_q1,,Knee Scope with ACL Repair,,Zone 4,Dartmouth General,2017,1,21,83,51,142
12month_rolling,Otolaryngology (ENT),Septoplasty,"MacDonald, Joseph Gerard",,,,,23,88,52,104
2015_q4,,Hernia Repair  (Adult),,Zone 4,QE2,2015,4,42,99,65,437
12month_rolling,,Hip Arthroscopy,,IWK,IWK,2017,3,,,148,186
2015_q3,,Nerve Surgery,,Total,Provincial,2015,3,23,89,32,136
3month_rolling,,Cataract Surgery,,Zone 3,Glace Bay,2017,3,182,346,32,131
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Stein, John D",,,,,8,8,11,45
12month_rolling,Oral Maxillofacial,All,"Goodday, Reginald",,,,,76,127,118,445
2015_q2,,Cataract Surgery,,Zone 1,Yarmouth Regional,2015,2,102,200,159,247
2016_q3,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2016,3,26,68,41,90
3month_rolling,,Knee Scope,,Zone 4,Hants Community Hospital,2017,3,97,174,39,311
2016_q1,,Orthopaedic Trauma,,Zone 4,QE2,2016,1,48,92,77,169
2015_q3,,Breast Reduction Surgery,,Zone 3,St. Marthas Regional,2015,3,,,236,319
12month_rolling,Dental,All,"Bourque, Susan",,,,,26,82,72,210
2017_q1,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2017,1,48,157,34,115
2016_q1,,Carotid Endarterectomy,,Total,Provincial,2016,1,,,12,50
12month_rolling,Orthopaedic,Shoulder Surgery,"Hewins, Edward",,,,,98,350,399,595
2017_q1,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2017,1,28,76,42,93
2015_q2,,Insertion Vascular Access Catheter,,Total,Provincial,2015,2,12,15,14,71
12month_rolling,,Hernia Repair - Ventral,,Zone 3,Cape Breton Regional,2017,3,53,188,40,119
2015_q4,,Hernia Repair - Laparoscopic Incisional,,Zone 4,QE2,2015,4,74,563,130,1392
2016_q4,,Hip Replacement,,Zone 1,Valley Regional,2016,4,119,292,284,692
2017_q1,,Shoulder Surgery,,Zone 1,Valley Regional,2017,1,,,510,595
2016_q4,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2016,4,52,211,121,470
2016_q1,,Hernia Repair - Incisional,,Total,Provincial,2016,1,54,275,70,202
2016_q1,,Pelvic Floor Repair,,Total,Provincial,2016,1,62,208,85,256
2015_q3,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2015,3,55,292,55,202
2015_q3,,Cystoscopy,,Zone 1,South Shore Regional,2015,3,28,192,,
2015_q2,,Cataract Surgery,,Zone 2,Cumberland Regional,2015,2,25,55,30,153
2016_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2016,4,42,179,208,358
2015_q3,,Breast Cancer Surgery,,Zone 2,Aberdeen Hospital,2015,3,5,23,26,34
2016_q2,,Bowel Resection - Open,,Zone 3,Cape Breton Regional,2016,2,,,20,51
2016_q2,,Tendon / Ligament Repair,,Zone 4,QE2,2016,2,53,101,38,341
12month_rolling,General Surgery,Hernia Repair - Incisional,"Archibald, Alison",,,,,84,184,42,132
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Sequeira, Stanislaus",,,,,63,192,38,67
2017_q1,,Hip Replacement,,Zone 4,Dartmouth General,2017,1,330,436,498,810
2015_q2,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2015,2,39,88,52,68
3month_rolling,,Sinus Surgery,,Total,Provincial,2017,3,58,170,86,167
2015_q2,,Bowel Resection - Open,,Zone 2,Colchester East Hants Health Centre,2015,2,37,106,40,52
2016_q2,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2016,2,55,139,,
2017_q2,,Hysteroscopy,,Zone 1,Yarmouth Regional,2017,2,35,152,23,58
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 2,Aberdeen Hospital,2017,3,53,72,,
2015_q4,,Ankle - Arthrodesis,,Total,Provincial,2015,4,,,425,498
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Farrell, Scott A",,,,,126,195,89,163
12month_rolling,General Surgery,All,"MacDonald, Blair",,,,,29,119,29,77
2015_q2,,Liver Surgery,,Total,Provincial,2015,2,12,27,23,32
12month_rolling,Thoracic Surgery,All,"Mujoomdar, Aneil Arvind",,,,,21,48,32,79
2017_q1,,Cataract Surgery,,Zone 2,Aberdeen Hospital,2017,1,90,140,176,193
12month_rolling,General Surgery,Hernia Repair  (Adult),"Shih, Warren W",,,,,111,178,78,193
2015_q4,,Ear Tubes  (Pediatric),,Zone 1,Yarmouth Regional,2015,4,70,82,41,97
12month_rolling,Urology,Male Circumcision  (Adult),"Asim, Hammad",,,,,102,113,20,45
2015_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2015,3,15,102,50,142
2015_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2015,2,22,40,27,65
2017_q1,,Colorectal Cancer Surgery,,Total,Provincial,2017,1,18,79,27,69
2016_q4,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2016,4,7,21,65,101
2016_q1,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2016,1,15,43,33,54
2016_q2,,Cornea and External Disease,,Total,Provincial,2016,2,113,304,16,41
2015_q2,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2015,2,9,18,23,49
12month_rolling,General Surgery,Gallbladder Surgery,"Clark, F Donald",,,,,34,99,40,61
2016_q2,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2016,2,76,106,163,282
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Dickson, Lisa Marie",,,,,57,71,26,151
12month_rolling,,Lymph Node Biopsy,,Zone 1,Valley Regional,2017,3,16,53,11,35
12month_rolling,General Surgery,Gastric Surgery,"Davies, Dafydd Alexander",,,,,,,37,110
2015_q3,,Prostate Cancer Surgery,,Zone 4,QE2,2015,3,14,57,44,75
12month_rolling,Obstetrics/Gynaecology,All,"Osasere, Michael",,,,,22,52,34,89
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Howatt, Eric",,,,,209,407,347,451
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Helyer, Lucy K",,,,,13,22,28,75
3month_rolling,,Hernia Repair  (Pediatric),,Total,Provincial,2017,3,17,33,67,148
2017_q2,,Cystoscopy,,Zone 3,Northside General,2017,2,23,119,38,142
12month_rolling,Plastic Surgery,Breast Reduction Surgery,"Morris, Steven F",,,,,,,266,439
2017_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2017,1,26,56,79,232
12month_rolling,Vascular Surgery,Vascular Bypass Surgery,"Casey, Patrick J",,,,,18,26,57,145
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Adult),"Smith, Andrew Neil",,,,,120,671,44,164
2016_q2,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2016,2,,,269,632
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Bent, Alfred",,,,,61,67,84,217
2017_q1,,Cystoscopy,,Zone 1,Valley Regional,2017,1,94,184,39,197
2015_q3,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2015,3,38,136,37,151
2015_q2,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2015,2,12,55,45,95
12month_rolling,General Surgery,Breast Cancer Surgery,"Yaffe, Paul",,,,,12,30,27,54
2016_q3,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2016,3,47,217,62,96
2015_q2,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2015,2,14,36,39,64
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Sandland, Helen",,,,,3,16,27,65
2016_q1,,Breast Cancer Surgery,,IWK,IWK,2016,1,11,16,19,35
12month_rolling,Vascular Surgery,Vascular Bypass Surgery,"Davidson, Dion",,,,,39,63,70,106
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Goodday, Reginald",,,,,99,131,167,477
2016_q4,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2016,4,,,33,56
2015_q4,,Male Reproductive System Surgery,,Total,Provincial,2015,4,55,131,71,230
12month_rolling,Orthopaedic,Ankle - Arthrodesis,"Morash, Joel",,,,,76,385,186,225
2015_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Aberdeen Hospital,2015,4,,,82,205
2015_q2,,Tendon / Ligament Repair,,IWK,IWK,2015,2,,,102,311
12month_rolling,General Surgery,Cystoscopy,"Romao, Rodrigo Luiz",,,,,35,55,44,112
2016_q4,,Hernia Repair  (Adult),,Zone 4,QE2,2016,4,52,132,58,234
2015_q4,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2015,4,14,47,48,62
12month_rolling,Orthopaedic,Hip Replacement,"Dodd, Faith",,,,,233,371,92,321
2016_q4,,Kidney Stone Surgery,,Zone 1,Valley Regional,2016,4,32,36,30,76
2017_q2,,Hysteroscopy,,Zone 3,Northside General,2017,2,33,89,36,115
2017_q1,,Back Surgery  (Pediatric),,Total,Provincial,2017,1,,,195,276
2016_q3,,Bowel Resection,,Zone 2,Colchester East Hants Health Centre,2016,3,7,64,36,86
2017_q1,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2017,1,28,56,53,115
2015_q3,,Breast Cancer Surgery,,IWK,IWK,2015,3,12,18,14,28
2017_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2017,1,,,59,152
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Lamey, Alicia",,,,,48,52,15,29
2015_q2,,Hysteroscopy,,IWK,IWK,2015,2,67,176,48,99
2016_q1,,Kidney Stone Surgery,,Total,Provincial,2016,1,28,109,45,108
2016_q3,,Male Reproductive System Surgery,,Zone 2,Cumberland Regional,2016,3,24,65,46,97
2017_q2,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2017,2,24,76,26,86
2016_q1,,Hip Arthroscopy,,Total,Provincial,2016,1,254,572,238,479
2016_q4,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,16,62,40,100
12month_rolling,Orthopaedic,All,"Urquhart, Nathan Alexander",,,,,56,380,66,338
12month_rolling,General Surgery,Bowel Resection - Open,"Hassan, Abdalla",,,,,8,16,15,22
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Nader, Nabil",,,,,17,33,7,17
2017_q2,,Cystoscopy,,Zone 3,Inverness Consolidated Memorial,2017,2,62,96,18,38
2016_q4,,Brain Surgery  (Pediatric),,Total,Provincial,2016,4,,,14,57
2015_q2,,Hernia Repair  (Adult),,Total,Provincial,2015,2,37,131,54,169
12month_rolling,Urology,Male Circumcision  (Adult),"Puthenparumpil, Jacob",,,,,46,98,96,158
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Maltby, Catherine Christine",,,,,88,272,66,118
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Glazebrook, Mark A",,,,,88,176,88,174
3month_rolling,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2017,3,61,82,44,79
12month_rolling,General Surgery,Bariatric Surgery (for Weight Loss),"Ellsmere, James C",,,,,1280,2490,40,104
2016_q2,,Female Incontinence Surgery,,IWK,IWK,2016,2,182,341,105,216
2016_q2,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2016,2,19,32,31,62
12month_rolling,General Surgery,Hernia Repair  (Adult),"Watson-Jessome, Jane",,,,,34,77,54,166
2015_q3,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2015,3,35,72,37,69
2017_q2,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2017,2,59,83,29,76
2016_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Valley Regional,2016,1,73,156,58,141
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Cole, Basilon",,,,,17,37,43,125
12month_rolling,General Surgery,Gallbladder Surgery,"MacDonald, Blair",,,,,20,49,32,82
2017_q2,,Tubal Ligation,,Zone 1,South Shore Regional,2017,2,,,48,96
2015_q4,,Septoplasty,,Zone 2,Cumberland Regional,2015,4,32,35,77,97
2017_q2,,Hernia Repair - Incisional,,Zone 4,QE2,2017,2,105,200,45,272
2017_q2,,Tendon / Ligament Repair,,Zone 3,New Waterford,2017,2,26,261,20,62
2015_q3,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2015,3,50,94,60,123
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Okuboyejo, Fazil",,,,,28,33,25,33
3month_rolling,,Knee Scope,,Zone 2,Aberdeen Hospital,2017,3,106,326,66,132
2016_q4,,Prostate Surgery,,Zone 3,Northside General,2016,4,18,63,28,76
12month_rolling,General Surgery,All,"Mitchell, Alex D",,,,,143,251,144,209
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Pediatric),"Cyr, Philip L",,,,,27,83,39,88
2015_q4,,Head and Neck Surgery,,Zone 4,QE2,2015,4,20,95,20,237
12month_rolling,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2017,3,32,162,83,220
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Redwan, Hani",,,,,22,56,19,80
2017_q2,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2017,2,24,64,19,27
2015_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 1,Yarmouth Regional,2015,3,,,174,270
12month_rolling,Ophthalmology,All,"George, Stanley",,,,,76,140,90,196
12month_rolling,Urology,Prostate Surgery,"Massaro, Peter",,,,,12,22,40,58
2015_q2,,Bladder Cancer Surgery,,Zone 3,Northside General,2015,2,,,35,57
2015_q3,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2015,3,79,424,62,175
2016_q2,,Hysteroscopy,,Zone 2,Aberdeen Hospital,2016,2,30,68,22,84
2017_q1,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2017,1,58,215,66,379
12month_rolling,,Shoulder Arthroplasty,,Zone 4,QE2,2017,3,56,335,96,259
2015_q3,,Angioplasty,,Total,Provincial,2015,3,,,30,203
2015_q2,,Prostate Surgery,,Zone 3,Northside General,2015,2,48,113,27,142
3month_rolling,,Hernia Repair - Incisional,,Zone 3,Cape Breton Regional,2017,3,67,107,28,109
2016_q2,,Septoplasty,,Zone 3,St. Marthas Regional,2016,2,42,103,76,108
2016_q2,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2016,2,33,73,85,174
2016_q3,,Hip Replacement,,Zone 2,Aberdeen Hospital,2016,3,97,504,220,499
12month_rolling,Orthopaedic,Knee Replacement,"O'Brien, David A",,,,,282,424,405,802
12month_rolling,Thoracic Surgery,Gastric Surgery - Laparoscopic,"Mujoomdar, Aneil Arvind",,,,,40,64,125,381
12month_rolling,Ophthalmology,All,"Orr, Andrew C",,,,,42,75,35,76
2017_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Marthas Regional,2017,1,24,61,51,114
12month_rolling,Cardiac Surgery,Pacemaker Insertion,"Hirsch, Gregory M",,,,,,,14,45
2016_q4,,Cataract Surgery,,Zone 1,Soldiers Memorial,2016,4,112,168,81,204
2017_q1,,Male Circumcision  (Pediatric),,IWK,IWK,2017,1,23,41,69,186
12month_rolling,General Surgery,Thyroid or Parathyroid Surgery,"Wasserman, Lukas",,,,,12,36,57,132
2017_q1,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2017,1,35,57,23,42
12month_rolling,General Surgery,Carpal Tunnel Surgery,"Dunn, Rex S",,,,,12,12,22,40
2016_q3,,Shoulder Arthroscopy,,Zone 3,New Waterford,2016,3,47,123,17,77
3month_rolling,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2017,3,7,35,17,56
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Murdoch, John L",,,,,132,210,99,172
2015_q3,,Hip Replacement,,Zone 1,Valley Regional,2015,3,133,241,312,856
12month_rolling,General Surgery,All,"Enright, Jonathan Boyde",,,,,110,434,95,265
12month_rolling,,Foot - Arthrodesis,,Zone 4,Dartmouth General,2017,3,176,558,134,209
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Bezuhly, Michael",,,,,35,54,158,285
2015_q4,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2015,4,28,120,31,62
12month_rolling,,Gastric Surgery - Laparoscopic,,Zone 2,Cumberland Regional,2017,3,49,67,43,78
2016_q4,,Hysteroscopy,,Zone 1,Valley Regional,2016,4,55,195,29,90
2017_q1,,Shoulder Surgery,,Zone 4,QE2,2017,1,54,354,67,242
12month_rolling,General Surgery,Bowel Resection - Open,"Smith, Philip Michael",,,,,25,84,35,74
2015_q2,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2015,2,51,380,70,176
2015_q2,,Cataract Surgery,,Zone 1,Soldiers Memorial,2015,2,38,88,83,183
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Joshi, Changulanda",,,,,78,88,79,128
2017_q1,,Tubal Ligation,,Zone 3,Northside General,2017,1,,,19,47
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 4,Hants Community Hospital,2017,1,,,52,84
3month_rolling,,Hernia Repair - Incisional,,Zone 4,Dartmouth General,2017,3,192,289,,
2016_q3,,Bowel Resection - Open,,Zone 1,South Shore Regional,2016,3,,,16,41
2015_q3,,Gallbladder Surgery,,Zone 4,Dartmouth General,2015,3,74,142,84,159
12month_rolling,,Excision Morton's Neuroma,,Total,Provincial,2017,3,96,294,82,232
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Barry, Sean",,,,,53,143,72,156
3month_rolling,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2017,3,16,53,49,104
2017_q1,,Gastric Surgery,,IWK,IWK,2017,1,,,23,49
12month_rolling,,Bladder Surgery,,Total,Provincial,2017,3,14,57,34,71
2017_q2,,Spinal Cord Stimulation Surgery,,Total,Provincial,2017,2,,,78,348
2015_q3,,Strabismus Surgery  (Pediatric),,IWK,IWK,2015,3,41,105,349,469
2016_q2,,Tubal Ligation,,Zone 4,Dartmouth General,2016,2,,,67,108
12month_rolling,,Hand / Upper Extremity,,Total,Provincial,2017,3,62,346,81,293
2016_q4,,Tubal Ligation,,Zone 1,Valley Regional,2016,4,73,291,72,168
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Joy, Edward",,,,,43,85,48,71
2015_q2,,Colorectal Cancer Surgery,,Total,Provincial,2015,2,14,85,25,57
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Dempsey, Ian M",,,,,132,191,209,273
2016_q1,,Male Reproductive System Surgery,,Zone 3,Inverness Consolidated Memorial,2016,1,25,47,32,48
2016_q2,,Tendon / Ligament Repair,,IWK,IWK,2016,2,,,51,182
2016_q1,,Cataract Surgery,,Zone 2,Cumberland Regional,2016,1,22,50,47,92
2017_q2,,Endarterectomy,,Zone 4,QE2,2017,2,42,70,22,137
12month_rolling,General Surgery,Male Reproductive System Surgery,"Nader, Nabil",,,,,36,89,41,69
3month_rolling,,Carpal Tunnel Surgery,,Zone 4,QE2,2017,3,52,203,85,126
2017_q2,,Knee Replacement Revision,,Zone 4,QE2,2017,2,,,144,260
2017_q2,,Liver Surgery,,Zone 4,QE2,2017,2,12,26,24,94
12month_rolling,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 1,Yarmouth Regional,2017,3,43,84,46,70
2017_q1,,Hip Arthroscopy,,Total,Provincial,2017,1,83,336,197,597
2017_q1,,Hysteroscopy,,Zone 1,Yarmouth Regional,2017,1,35,76,26,56
2015_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2015,4,141,164,135,266
12month_rolling,General Surgery,Bowel Resection - Open,"Proctor, Irma Joan",,,,,23,57,14,23
2015_q4,,Bowel Resection,,Total,Provincial,2015,4,17,86,24,79
2017_q1,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2017,1,48,126,76,162
2016_q1,,Lung Surgery,,Total,Provincial,2016,1,28,60,45,87
12month_rolling,,Ankle - Arthroscopy,,Zone 4,QE2,2017,3,97,443,92,204
2015_q2,,Cystoscopy,,Zone 1,Valley Regional,2015,2,54,168,53,256
12month_rolling,General Surgery,Gallbladder Surgery,"Mitchell, Alex D",,,,,123,251,120,221
2017_q2,,Internal Defib Insertion / Loop Recorder,,Zone 4,QE2,2017,2,,,21,49
12month_rolling,,Lymph Node Biopsy,,Zone 4,QE2,2017,3,12,32,20,72
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Brooks, Melissa",,,,,76,139,45,73
2016_q2,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2016,2,42,78,38,49
12month_rolling,Orthopaedic,Orthopaedic Trauma,"El-Hawary, Rany",,,,,5,9,3,5
12month_rolling,General Surgery,,,,,2017,3,,,35,136
2015_q2,,Tendon / Ligament Repair,,Zone 4,QE2,2015,2,73,269,76,287
12month_rolling,Otolaryngology (ENT),All,"Ruddy, James",,,,,26,45,53,112
12month_rolling,Urology,Male Circumcision  (Adult),"Palmer, Bruce",,,,,122,259,79,418
12month_rolling,General Surgery,Hernia Repair  (Adult),"Cole, Basilon",,,,,16,40,51,92
12month_rolling,General Surgery,All,"Klassen, Dennis R",,,,,78,180,43,223
2015_q4,,Bowel Resection,,Zone 2,Cumberland Regional,2015,4,,,9,17
2017_q2,,Breast Cancer Surgery,,Zone 3,St. Marthas Regional,2017,2,7,71,22,33
2017_q1,,Gastrointestinal Tract Surgery,,Total,Provincial,2017,1,29,118,39,147
2017_q1,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2017,1,122,128,118,353
2016_q1,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2016,1,208,611,139,406
2016_q2,,Orthopaedic Trauma,,Zone 4,QE2,2016,2,16,37,60,169
2017_q2,,Shoulder Arthroscopy,,Zone 4,QE2,2017,2,61,361,118,350
2016_q3,,Carpal Tunnel Surgery,,Total,Provincial,2016,3,44,186,57,230
2017_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2017,2,37,339,49,99
2016_q4,,Hand / Upper Extremity,,Total,Provincial,2016,4,62,200,151,293
2017_q2,,Endometrial Ablation,,Zone 1,South Shore Regional,2017,2,,,33,77
2015_q2,,Back Surgery  (Pediatric),,Total,Provincial,2015,2,,,217,347
2017_q1,,Strabismus Surgery  (Adult),,Total,Provincial,2017,1,354,763,234,386
12month_rolling,Orthopaedic,Hip Replacement,"Gross, Michael",,,,,76,135,143,181
12month_rolling,Urology,Male Circumcision  (Pediatric),"Miller, M Dale",,,,,70,130,134,204
2016_q4,,Shoulder Arthroscopy,,Zone 4,QE2,2016,4,55,272,185,493
2016_q4,,Head and Neck Surgery,,Zone 4,QE2,2016,4,20,81,22,114
12month_rolling,General Surgery,Hernia Repair  (Adult),"MacGillivray, Barbara Jean",,,,,50,84,66,114
12month_rolling,Urology,Male Circumcision  (Pediatric),"Anderson, Peter A",,,,,33,71,77,181
12month_rolling,Urology,Kidney / Upper Urinary Tract,"Asim, Hammad",,,,,18,18,135,373
12month_rolling,,Manipulation of Extremity,,Total,Provincial,2017,3,61,211,33,82
2016_q2,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2016,2,43,155,35,232
2017_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2017,2,87,128,43,117
2017_q2,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2017,2,35,72,42,71
12month_rolling,Urology,Bladder Cancer Surgery,"Rendon, Ricardo",,,,,7,21,39,83
2017_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2017,1,78,119,129,229
2016_q3,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2016,3,12,30,59,103
2016_q1,,Breast Reconstruction,,Zone 4,QE2,2016,1,73,375,43,227
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Stein, John D",,,,,202,217,30,115
12month_rolling,Orthopaedic,Shoulder Arthroplasty,"Johnston, David G",,,,,59,455,71,185
12month_rolling,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2017,3,35,104,107,303
2016_q1,,Pacemaker Insertion,,Zone 4,QE2,2016,1,,,10,33
3month_rolling,Obstetrics/Gynaecology,,,,,2017,3,,,43,132
12month_rolling,Vascular Surgery,Aneurysm Repair,"Davidson, Dion",,,,,61,102,77,146
12month_rolling,Urology,Cystoscopy,"McCarthy, John Paul",,,,,9,1096,36,119
2016_q2,,Cystoscopy,,Zone 3,Northside General,2016,2,32,134,40,110
2015_q4,,Hernia Repair  (Adult),,Zone 3,St. Marthas Regional,2015,4,28,203,97,235
2016_q1,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2016,1,73,146,128,401
